customer_id,Total_Spending,Purchase_Frequency,Total_Quantity,Avg_Spending,Age
C168059,9450.0,1,3,9450.0,57.0
C168063,573.44,1,4,573.44,52.0
C168066,7502.0,1,5,7502.0,44.0
C168070,11.73,1,1,11.73,26.0
C168071,5.23,1,1,5.23,38.0
C168073,40.66,1,1,40.66,59.0
C168076,47.07,1,3,47.07,27.0
C168078,47.07,1,3,47.07,21.0
C168082,300.08,1,1,300.08,56.0
C168084,20.92,1,2,20.92,64.0
C168086,4801.28,1,4,4801.28,50.0
C168087,20.92,1,2,20.92,51.0
C168089,896.0,1,5,896.0,65.0
C168090,35.84,1,1,35.84,20.0
C168091,7502.0,1,5,7502.0,40.0
C168094,5.23,1,1,5.23,48.0
C168098,40.66,1,1,40.66,40.0
C168100,187.68,1,4,187.68,18.0
C168102,47.07,1,3,47.07,46.0
C168104,365.94,1,3,365.94,19.0
C168105,2700.7200000000003,1,3,2700.7200000000003,38.0
C168109,7502.0,1,5,7502.0,49.0
C168110,5.23,1,1,5.23,31.0
C168115,1200.32,1,2,1200.32,33.0
C168116,378.75,1,5,378.75,21.0
C168117,2700.7200000000003,1,3,2700.7200000000003,21.0
C168120,7502.0,1,5,7502.0,61.0
C168121,1016.5,1,5,1016.5,63.0
C168122,35.84,1,1,35.84,22.0
C168124,143.36,1,2,143.36,29.0
C168127,11.73,1,1,11.73,45.0
C168133,16800.0,1,4,16800.0,20.0
C168138,4801.28,1,4,4801.28,37.0
C168139,365.94,1,3,365.94,68.0
C168144,20.92,1,2,20.92,51.0
C168146,162.64,1,2,162.64,62.0
C168148,2400.68,1,2,2400.68,54.0
C168150,1016.5,1,5,1016.5,39.0
C168151,105.57,1,3,105.57,69.0
C168155,2700.7200000000003,1,3,2700.7200000000003,26.0
C168165,9602.72,1,4,9602.72,45.0
C168167,4801.28,1,4,4801.28,62.0
C168170,15.15,1,1,15.15,43.0
C168171,40.66,1,1,40.66,61.0
C168172,16800.0,1,4,16800.0,54.0
C168177,650.56,1,4,650.56,56.0
C168184,4801.28,1,4,4801.28,42.0
C168185,162.64,1,2,162.64,32.0
C168187,2700.7200000000003,1,3,2700.7200000000003,35.0
C168190,300.08,1,1,300.08,42.0
C168195,600.17,1,1,600.17,33.0
C168202,1200.32,1,2,1200.32,50.0
C168214,7502.0,1,5,7502.0,67.0
C168215,1016.5,1,5,1016.5,56.0
C168218,4801.28,1,4,4801.28,31.0
C168221,83.68,1,4,83.68,57.0
C168225,187.68,1,4,187.68,20.0
C168226,4801.28,1,4,4801.28,29.0
C168229,35.84,1,1,35.84,31.0
C168231,1016.5,1,5,1016.5,51.0
C168234,105.57,1,3,105.57,48.0
C168236,1200.32,1,2,1200.32,38.0
C168237,47.07,1,3,47.07,35.0
C168238,1016.5,1,5,1016.5,19.0
C168247,9602.72,1,4,9602.72,60.0
C168251,20.92,1,2,20.92,20.0
C168255,20.92,1,2,20.92,45.0
C168263,26250.0,1,5,26250.0,30.0
C168264,130.75,1,5,130.75,66.0
C168265,1016.5,1,5,1016.5,46.0
C168269,896.0,1,5,896.0,22.0
C168270,4801.28,1,4,4801.28,29.0
C168274,2700.7200000000003,1,3,2700.7200000000003,67.0
C168277,2700.7200000000003,1,3,2700.7200000000003,61.0
C168282,2700.7200000000003,1,3,2700.7200000000003,23.0
C168287,40.66,1,1,40.66,45.0
C168291,300.08,1,1,300.08,51.0
C168297,573.44,1,4,573.44,42.0
C168298,300.08,1,1,300.08,40.0
C168300,47.07,1,3,47.07,39.0
C168305,1200.32,1,2,1200.32,25.0
C168307,2700.7200000000003,1,3,2700.7200000000003,36.0
C168309,2700.7200000000003,1,3,2700.7200000000003,28.0
C168310,105.57,1,3,105.57,31.0
C168311,143.36,1,2,143.36,67.0
C168312,15004.25,1,5,15004.25,22.0
C168313,1016.5,1,5,1016.5,56.0
C168315,1200.32,1,2,1200.32,51.0
C168318,9450.0,1,3,9450.0,23.0
C168320,7502.0,1,5,7502.0,37.0
C168323,1200.32,1,2,1200.32,25.0
C168329,47.07,1,3,47.07,37.0
C168330,4801.28,1,4,4801.28,63.0
C168337,1200.32,1,2,1200.32,53.0
C168346,2700.7200000000003,1,3,2700.7200000000003,19.0
C168347,2700.7200000000003,1,3,2700.7200000000003,18.0
C168348,1200.32,1,2,1200.32,29.0
C168354,300.08,1,1,300.08,67.0
C168355,300.08,1,1,300.08,58.0
C168360,300.08,1,1,300.08,28.0
C168361,4801.28,1,4,4801.28,36.0
C168377,136.35000000000002,1,3,136.35000000000002,69.0
C168380,26250.0,1,5,26250.0,22.0
C168386,47.07,1,3,47.07,33.0
C168389,15004.25,1,5,15004.25,20.0
C168393,5.23,1,1,5.23,46.0
C168395,7502.0,1,5,7502.0,56.0
C168396,7502.0,1,5,7502.0,41.0
C168399,47.07,1,3,47.07,46.0
C168400,2700.7200000000003,1,3,2700.7200000000003,31.0
C168401,300.08,1,1,300.08,32.0
C168402,47.07,1,3,47.07,30.0
C168406,2700.7200000000003,1,3,2700.7200000000003,19.0
C168409,300.08,1,1,300.08,20.0
C168412,322.56,1,3,322.56,62.0
C168417,60.6,1,2,60.6,54.0
C168422,47.07,1,3,47.07,57.0
C168424,600.17,1,1,600.17,23.0
C168426,47.07,1,3,47.07,36.0
C168428,7502.0,1,5,7502.0,39.0
C168429,5.23,1,1,5.23,63.0
C168433,7502.0,1,5,7502.0,18.0
C168439,4801.28,1,4,4801.28,48.0
C168443,7502.0,1,5,7502.0,24.0
C168444,20.92,1,2,20.92,39.0
C168445,187.68,1,4,187.68,26.0
C168448,40.66,1,1,40.66,43.0
C168452,40.66,1,1,40.66,46.0
C168454,11.73,1,1,11.73,58.0
C168455,5.23,1,1,5.23,52.0
C168458,15.15,1,1,15.15,47.0
C168461,1016.5,1,5,1016.5,68.0
C168466,1200.32,1,2,1200.32,56.0
C168468,136.35000000000002,1,3,136.35000000000002,25.0
C168469,47.07,1,3,47.07,22.0
C168483,365.94,1,3,365.94,22.0
C168486,5401.53,1,3,5401.53,41.0
C168491,46.92,1,2,46.92,30.0
C168493,2700.7200000000003,1,3,2700.7200000000003,38.0
C168494,162.64,1,2,162.64,36.0
C168500,162.64,1,2,162.64,55.0
C168501,5401.53,1,3,5401.53,21.0
C168507,573.44,1,4,573.44,20.0
C168508,7502.0,1,5,7502.0,27.0
C168510,2700.7200000000003,1,3,2700.7200000000003,47.0
C168511,16800.0,1,4,16800.0,29.0
C168512,300.08,1,1,300.08,41.0
C168518,2700.7200000000003,1,3,2700.7200000000003,66.0
C168523,15004.25,1,5,15004.25,61.0
C168533,143.36,1,2,143.36,37.0
C168534,650.56,1,4,650.56,28.0
C168537,650.56,1,4,650.56,47.0
C168541,7502.0,1,5,7502.0,25.0
C168548,242.4,1,4,242.4,40.0
C168554,896.0,1,5,896.0,68.0
C168566,16800.0,1,4,16800.0,33.0
C168568,11.73,1,1,11.73,42.0
C168570,5.23,1,1,5.23,59.0
C168573,7502.0,1,5,7502.0,45.0
C168575,300.08,1,1,300.08,49.0
C168576,5.23,1,1,5.23,28.0
C168584,7502.0,1,5,7502.0,29.0
C168585,26250.0,1,5,26250.0,62.0
C168592,573.44,1,4,573.44,21.0
C168594,1016.5,1,5,1016.5,40.0
C168595,9602.72,1,4,9602.72,47.0
C168601,40.66,1,1,40.66,25.0
C168603,4801.28,1,4,4801.28,36.0
C168604,130.75,1,5,130.75,31.0
C168608,896.0,1,5,896.0,20.0
C168609,573.44,1,4,573.44,43.0
C168610,15004.25,1,5,15004.25,44.0
C168612,9602.72,1,4,9602.72,20.0
C168613,322.56,1,3,322.56,68.0
C168614,143.36,1,2,143.36,30.0
C168616,40.66,1,1,40.66,63.0
C168619,600.17,1,1,600.17,23.0
C168622,2700.7200000000003,1,3,2700.7200000000003,56.0
C168623,47.07,1,3,47.07,57.0
C168628,4801.28,1,4,4801.28,34.0
C168629,300.08,1,1,300.08,41.0
C168631,2700.7200000000003,1,3,2700.7200000000003,41.0
C168636,7502.0,1,5,7502.0,45.0
C168637,187.68,1,4,187.68,45.0
C168641,300.08,1,1,300.08,63.0
C168642,573.44,1,4,573.44,50.0
C168648,20.92,1,2,20.92,30.0
C168653,5401.53,1,3,5401.53,35.0
C168658,4801.28,1,4,4801.28,65.0
C168661,7502.0,1,5,7502.0,18.0
C168663,573.44,1,4,573.44,33.0
C168664,1200.32,1,2,1200.32,19.0
C168666,162.64,1,2,162.64,20.0
C168667,2700.7200000000003,1,3,2700.7200000000003,20.0
C168669,143.36,1,2,143.36,21.0
C168671,4801.28,1,4,4801.28,25.0
C168673,9602.72,1,4,9602.72,24.0
C168676,9450.0,1,3,9450.0,28.0
C168679,143.36,1,2,143.36,29.0
C168683,83.68,1,4,83.68,61.0
C168685,5401.53,1,3,5401.53,35.0
C168688,300.08,1,1,300.08,54.0
C168692,573.44,1,4,573.44,27.0
C168697,7502.0,1,5,7502.0,64.0
C168702,15.15,1,1,15.15,20.0
C168703,4801.28,1,4,4801.28,50.0
C168705,2700.7200000000003,1,3,2700.7200000000003,40.0
C168710,35.84,1,1,35.84,52.0
C168716,1016.5,1,5,1016.5,34.0
C168719,300.08,1,1,300.08,44.0
C168722,7502.0,1,5,7502.0,50.0
C168723,46.92,1,2,46.92,46.0
C168726,322.56,1,3,322.56,26.0
C168732,300.08,1,1,300.08,30.0
C168741,7502.0,1,5,7502.0,33.0
C168747,7502.0,1,5,7502.0,46.0
C168749,46.92,1,2,46.92,55.0
C168758,300.08,1,1,300.08,35.0
C168765,1200.32,1,2,1200.32,57.0
C168767,365.94,1,3,365.94,20.0
C168771,46.92,1,2,46.92,39.0
C168772,1200.32,1,2,1200.32,33.0
C168779,300.08,1,1,300.08,27.0
C168781,2700.7200000000003,1,3,2700.7200000000003,41.0
C168788,300.08,1,1,300.08,66.0
C168790,4801.28,1,4,4801.28,58.0
C168800,4801.28,1,4,4801.28,66.0
C168803,2400.68,1,2,2400.68,19.0
C168804,20.92,1,2,20.92,51.0
C168805,1200.32,1,2,1200.32,29.0
C168811,650.56,1,4,650.56,40.0
C168813,130.75,1,5,130.75,25.0
C168818,83.68,1,4,83.68,41.0
C168823,650.56,1,4,650.56,55.0
C168826,1200.32,1,2,1200.32,52.0
C168833,1200.32,1,2,1200.32,18.0
C168838,2700.7200000000003,1,3,2700.7200000000003,37.0
C168839,130.75,1,5,130.75,62.0
C168843,1200.32,1,2,1200.32,53.0
C168849,896.0,1,5,896.0,30.0
C168853,11.73,1,1,11.73,33.0
C168856,40.66,1,1,40.66,67.0
C168871,300.08,1,1,300.08,53.0
C168895,4801.28,1,4,4801.28,52.0
C168899,187.68,1,4,187.68,50.0
C168906,143.36,1,2,143.36,27.0
C168910,650.56,1,4,650.56,50.0
C168912,47.07,1,3,47.07,40.0
C168916,26250.0,1,5,26250.0,37.0
C168920,11.73,1,1,11.73,45.0
C168921,9450.0,1,3,9450.0,67.0
C168923,130.75,1,5,130.75,20.0
C168925,83.68,1,4,83.68,64.0
C168928,378.75,1,5,378.75,47.0
C168931,242.4,1,4,242.4,46.0
C168933,4801.28,1,4,4801.28,55.0
C168934,7502.0,1,5,7502.0,19.0
C168935,365.94,1,3,365.94,56.0
C168936,47.07,1,3,47.07,51.0
C168937,47.07,1,3,47.07,46.0
C168938,573.44,1,4,573.44,26.0
C168940,7502.0,1,5,7502.0,67.0
C168941,365.94,1,3,365.94,39.0
C168942,83.68,1,4,83.68,28.0
C168945,7502.0,1,5,7502.0,19.0
C168946,40.66,1,1,40.66,69.0
C168947,365.94,1,3,365.94,22.0
C168952,20.92,1,2,20.92,40.0
C168957,40.66,1,1,40.66,53.0
C168958,650.56,1,4,650.56,31.0
C168968,1050.0,1,1,1050.0,28.0
C168973,322.56,1,3,322.56,68.0
C168979,300.08,1,1,300.08,68.0
C168980,365.94,1,3,365.94,31.0
C168983,896.0,1,5,896.0,23.0
C168985,600.17,1,1,600.17,26.0
C168989,1016.5,1,5,1016.5,52.0
C168991,896.0,1,5,896.0,45.0
C168993,2700.7200000000003,1,3,2700.7200000000003,55.0
C168995,1050.0,1,1,1050.0,63.0
C168996,1200.32,1,2,1200.32,63.0
C169000,300.08,1,1,300.08,51.0
C169008,143.36,1,2,143.36,19.0
C169010,15004.25,1,5,15004.25,61.0
C169011,4801.28,1,4,4801.28,42.0
C169013,1016.5,1,5,1016.5,38.0
C169014,15.15,1,1,15.15,31.0
C169017,2700.7200000000003,1,3,2700.7200000000003,59.0
C169024,130.75,1,5,130.75,22.0
C169025,5.23,1,1,5.23,22.0
C169026,293.25,1,5,293.25,58.0
C169027,20.92,1,2,20.92,44.0
C169029,4801.28,1,4,4801.28,42.0
C169033,20.92,1,2,20.92,64.0
C169034,1200.32,1,2,1200.32,64.0
C169036,600.17,1,1,600.17,51.0
C169039,162.64,1,2,162.64,27.0
C169040,2400.68,1,2,2400.68,42.0
C169042,136.35000000000002,1,3,136.35000000000002,49.0
C169047,573.44,1,4,573.44,39.0
C169059,35.84,1,1,35.84,64.0
C169060,162.64,1,2,162.64,27.0
C169061,15004.25,1,5,15004.25,32.0
C169064,4801.28,1,4,4801.28,23.0
C169067,7502.0,1,5,7502.0,20.0
C169069,11.73,1,1,11.73,35.0
C169073,47.07,1,3,47.07,58.0
C169077,20.92,1,2,20.92,55.0
C169078,300.08,1,1,300.08,32.0
C169082,9602.72,1,4,9602.72,30.0
C169084,7502.0,1,5,7502.0,30.0
C169089,378.75,1,5,378.75,46.0
C169090,5401.53,1,3,5401.53,64.0
C169092,4801.28,1,4,4801.28,31.0
C169096,300.08,1,1,300.08,69.0
C169100,11.73,1,1,11.73,25.0
C169104,365.94,1,3,365.94,59.0
C169105,322.56,1,3,322.56,39.0
C169108,1200.32,1,2,1200.32,41.0
C169109,136.35000000000002,1,3,136.35000000000002,35.0
C169112,1200.32,1,2,1200.32,45.0
C169113,4801.28,1,4,4801.28,35.0
C169115,242.4,1,4,242.4,40.0
C169118,4801.28,1,4,4801.28,68.0
C169121,35.84,1,1,35.84,57.0
C169122,600.17,1,1,600.17,21.0
C169123,7502.0,1,5,7502.0,35.0
C169124,143.36,1,2,143.36,33.0
C169125,5401.53,1,3,5401.53,42.0
C169129,162.64,1,2,162.64,28.0
C169130,293.25,1,5,293.25,55.0
C169132,300.08,1,1,300.08,33.0
C169141,300.08,1,1,300.08,27.0
C169148,4801.28,1,4,4801.28,46.0
C169152,4801.28,1,4,4801.28,39.0
C169153,300.08,1,1,300.08,33.0
C169160,1016.5,1,5,1016.5,42.0
C169167,20.92,1,2,20.92,56.0
C169168,1016.5,1,5,1016.5,27.0
C169175,2700.7200000000003,1,3,2700.7200000000003,51.0
C169179,4801.28,1,4,4801.28,43.0
C169180,40.66,1,1,40.66,45.0
C169182,650.56,1,4,650.56,30.0
C169186,378.75,1,5,378.75,52.0
C169187,2700.7200000000003,1,3,2700.7200000000003,49.0
C169189,650.56,1,4,650.56,43.0
C169193,300.08,1,1,300.08,60.0
C169195,365.94,1,3,365.94,62.0
C169196,1200.32,1,2,1200.32,60.0
C169197,7502.0,1,5,7502.0,35.0
C169200,2700.7200000000003,1,3,2700.7200000000003,28.0
C169206,4801.28,1,4,4801.28,22.0
C169208,15004.25,1,5,15004.25,45.0
C169209,7502.0,1,5,7502.0,42.0
C169210,5401.53,1,3,5401.53,57.0
C169211,1200.32,1,2,1200.32,20.0
C169212,378.75,1,5,378.75,22.0
C169229,4801.28,1,4,4801.28,47.0
C169232,4801.28,1,4,4801.28,47.0
C169236,1200.32,1,2,1200.32,47.0
C169238,1016.5,1,5,1016.5,47.0
C169240,4801.28,1,4,4801.28,27.0
C169241,1200.32,1,2,1200.32,55.0
C169243,7502.0,1,5,7502.0,48.0
C169245,83.68,1,4,83.68,40.0
C169249,4801.28,1,4,4801.28,35.0
C169251,4801.28,1,4,4801.28,21.0
C169258,83.68,1,4,83.68,60.0
C169259,83.68,1,4,83.68,49.0
C169265,300.08,1,1,300.08,44.0
C169277,1200.32,1,2,1200.32,38.0
C169281,600.17,1,1,600.17,68.0
C169284,300.08,1,1,300.08,25.0
C169286,35.84,1,1,35.84,57.0
C169288,300.08,1,1,300.08,37.0
C169291,1200.32,1,2,1200.32,62.0
C169295,573.44,1,4,573.44,21.0
C169297,293.25,1,5,293.25,38.0
C169306,1016.5,1,5,1016.5,54.0
C169308,573.44,1,4,573.44,56.0
C169320,4801.28,1,4,4801.28,35.0
C169322,40.66,1,1,40.66,65.0
C169330,650.56,1,4,650.56,21.0
C169337,1200.32,1,2,1200.32,21.0
C169339,378.75,1,5,378.75,26.0
C169345,7502.0,1,5,7502.0,59.0
C169348,4801.28,1,4,4801.28,36.0
C169352,4801.28,1,4,4801.28,22.0
C169355,896.0,1,5,896.0,52.0
C169357,9602.72,1,4,9602.72,42.0
C169359,300.08,1,1,300.08,44.0
C169364,47.07,1,3,47.07,38.0
C169366,83.68,1,4,83.68,58.0
C169367,4801.28,1,4,4801.28,64.0
C169370,7502.0,1,5,7502.0,31.0
C169371,1200.32,1,2,1200.32,66.0
C169373,300.08,1,1,300.08,37.0
C169382,2700.7200000000003,1,3,2700.7200000000003,29.0
C169383,7502.0,1,5,7502.0,28.0
C169387,105.57,1,3,105.57,65.0
C169391,4200.0,1,2,4200.0,60.0
C169393,46.92,1,2,46.92,34.0
C169399,83.68,1,4,83.68,69.0
C169401,300.08,1,1,300.08,61.0
C169402,2700.7200000000003,1,3,2700.7200000000003,19.0
C169403,2700.7200000000003,1,3,2700.7200000000003,57.0
C169406,300.08,1,1,300.08,49.0
C169408,26250.0,1,5,26250.0,24.0
C169410,9450.0,1,3,9450.0,64.0
C169413,2400.68,1,2,2400.68,26.0
C169417,2700.7200000000003,1,3,2700.7200000000003,61.0
C169419,7502.0,1,5,7502.0,43.0
C169421,322.56,1,3,322.56,32.0
C169423,300.08,1,1,300.08,67.0
C169427,293.25,1,5,293.25,27.0
C169430,60.6,1,2,60.6,47.0
C169443,7502.0,1,5,7502.0,58.0
C169445,83.68,1,4,83.68,22.0
C169449,46.92,1,2,46.92,54.0
C169456,40.66,1,1,40.66,32.0
C169457,896.0,1,5,896.0,24.0
C169462,15.15,1,1,15.15,58.0
C169463,1050.0,1,1,1050.0,40.0
C169465,4801.28,1,4,4801.28,19.0
C169466,300.08,1,1,300.08,37.0
C169467,600.17,1,1,600.17,55.0
C169472,300.08,1,1,300.08,69.0
C169473,573.44,1,4,573.44,20.0
C169477,300.08,1,1,300.08,54.0
C169478,35.84,1,1,35.84,66.0
C169479,5.23,1,1,5.23,39.0
C169485,2400.68,1,2,2400.68,48.0
C169502,1050.0,1,1,1050.0,33.0
C169503,896.0,1,5,896.0,52.0
C169505,1200.32,1,2,1200.32,18.0
C169507,162.64,1,2,162.64,52.0
C169509,7502.0,1,5,7502.0,64.0
C169511,365.94,1,3,365.94,38.0
C169512,4801.28,1,4,4801.28,23.0
C169516,4801.28,1,4,4801.28,19.0
C169517,47.07,1,3,47.07,29.0
C169519,7502.0,1,5,7502.0,33.0
C169520,162.64,1,2,162.64,42.0
C169523,4801.28,1,4,4801.28,20.0
C169524,105.57,1,3,105.57,59.0
C169528,15.15,1,1,15.15,49.0
C169530,26250.0,1,5,26250.0,34.0
C169533,35.84,1,1,35.84,31.0
C169551,5.23,1,1,5.23,61.0
C169553,162.64,1,2,162.64,59.0
C169554,4801.28,1,4,4801.28,31.0
C169555,15.15,1,1,15.15,40.0
C169556,105.57,1,3,105.57,38.0
C169558,2700.7200000000003,1,3,2700.7200000000003,59.0
C169562,15004.25,1,5,15004.25,47.0
C169564,7502.0,1,5,7502.0,24.0
C169576,7502.0,1,5,7502.0,26.0
C169580,35.84,1,1,35.84,27.0
C169583,9602.72,1,4,9602.72,33.0
C169584,365.94,1,3,365.94,22.0
C169587,4801.28,1,4,4801.28,20.0
C169588,5401.53,1,3,5401.53,48.0
C169589,26250.0,1,5,26250.0,57.0
C169598,130.75,1,5,130.75,67.0
C169606,105.57,1,3,105.57,26.0
C169616,15004.25,1,5,15004.25,31.0
C169617,7502.0,1,5,7502.0,50.0
C169618,20.92,1,2,20.92,39.0
C169619,600.17,1,1,600.17,36.0
C169621,7502.0,1,5,7502.0,21.0
C169622,573.44,1,4,573.44,22.0
C169626,83.68,1,4,83.68,24.0
C169628,300.08,1,1,300.08,51.0
C169633,16800.0,1,4,16800.0,69.0
C169634,5.23,1,1,5.23,58.0
C169637,2700.7200000000003,1,3,2700.7200000000003,47.0
C169638,130.75,1,5,130.75,50.0
C169641,322.56,1,3,322.56,58.0
C169643,7502.0,1,5,7502.0,32.0
C169646,83.68,1,4,83.68,28.0
C169647,47.07,1,3,47.07,32.0
C169649,143.36,1,2,143.36,57.0
C169650,1200.32,1,2,1200.32,66.0
C169653,2700.7200000000003,1,3,2700.7200000000003,48.0
C169655,9602.72,1,4,9602.72,40.0
C169656,300.08,1,1,300.08,22.0
C169658,1200.32,1,2,1200.32,39.0
C169661,5401.53,1,3,5401.53,31.0
C169671,1200.32,1,2,1200.32,57.0
C169674,573.44,1,4,573.44,31.0
C169676,600.17,1,1,600.17,60.0
C169681,9450.0,1,3,9450.0,29.0
C169683,2700.7200000000003,1,3,2700.7200000000003,39.0
C169686,2700.7200000000003,1,3,2700.7200000000003,58.0
C169688,4801.28,1,4,4801.28,63.0
C169690,378.75,1,5,378.75,49.0
C169692,600.17,1,1,600.17,23.0
C169694,300.08,1,1,300.08,57.0
C169695,20.92,1,2,20.92,30.0
C169696,1200.32,1,2,1200.32,23.0
C169697,16800.0,1,4,16800.0,43.0
C169703,896.0,1,5,896.0,22.0
C169704,300.08,1,1,300.08,54.0
C169706,7502.0,1,5,7502.0,59.0
C169709,4801.28,1,4,4801.28,43.0
C169714,47.07,1,3,47.07,45.0
C169716,162.64,1,2,162.64,20.0
C169722,650.56,1,4,650.56,26.0
C169730,1200.32,1,2,1200.32,45.0
C169731,600.17,1,1,600.17,40.0
C169732,7502.0,1,5,7502.0,57.0
C169741,7502.0,1,5,7502.0,49.0
C169746,7502.0,1,5,7502.0,43.0
C169749,105.57,1,3,105.57,41.0
C169753,9450.0,1,3,9450.0,19.0
C169763,365.94,1,3,365.94,66.0
C169764,1200.32,1,2,1200.32,32.0
C169770,896.0,1,5,896.0,25.0
C169771,20.92,1,2,20.92,37.0
C169775,16800.0,1,4,16800.0,49.0
C169788,40.66,1,1,40.66,63.0
C169790,1200.32,1,2,1200.32,49.0
C169792,4801.28,1,4,4801.28,20.0
C169793,20.92,1,2,20.92,20.0
C169800,83.68,1,4,83.68,64.0
C169801,47.07,1,3,47.07,63.0
C169805,7502.0,1,5,7502.0,51.0
C169807,40.66,1,1,40.66,56.0
C169808,365.94,1,3,365.94,30.0
C169817,2700.7200000000003,1,3,2700.7200000000003,21.0
C169821,130.75,1,5,130.75,56.0
C169826,5.23,1,1,5.23,23.0
C169827,365.94,1,3,365.94,67.0
C169832,1200.32,1,2,1200.32,25.0
C169834,600.17,1,1,600.17,24.0
C169835,15004.25,1,5,15004.25,30.0
C169850,16800.0,1,4,16800.0,56.0
C169851,9602.72,1,4,9602.72,27.0
C169853,5401.53,1,3,5401.53,28.0
C169857,300.08,1,1,300.08,18.0
C169862,7502.0,1,5,7502.0,68.0
C169864,5.23,1,1,5.23,40.0
C169865,573.44,1,4,573.44,42.0
C169867,1200.32,1,2,1200.32,67.0
C169870,7502.0,1,5,7502.0,56.0
C169877,293.25,1,5,293.25,41.0
C169878,4801.28,1,4,4801.28,20.0
C169880,162.64,1,2,162.64,23.0
C169881,162.64,1,2,162.64,41.0
C169884,4801.28,1,4,4801.28,44.0
C169889,2700.7200000000003,1,3,2700.7200000000003,68.0
C169894,573.44,1,4,573.44,22.0
C169895,322.56,1,3,322.56,39.0
C169897,300.08,1,1,300.08,43.0
C169898,7502.0,1,5,7502.0,68.0
C169900,365.94,1,3,365.94,56.0
C169902,573.44,1,4,573.44,65.0
C169903,136.35000000000002,1,3,136.35000000000002,20.0
C169908,15004.25,1,5,15004.25,65.0
C169909,2700.7200000000003,1,3,2700.7200000000003,47.0
C169910,40.66,1,1,40.66,33.0
C169911,2700.7200000000003,1,3,2700.7200000000003,23.0
C169912,162.64,1,2,162.64,44.0
C169915,5.23,1,1,5.23,20.0
C169916,1200.32,1,2,1200.32,66.0
C169919,187.68,1,4,187.68,32.0
C169927,300.08,1,1,300.08,18.0
C169928,26250.0,1,5,26250.0,58.0
C169930,1200.32,1,2,1200.32,61.0
C169938,600.17,1,1,600.17,18.0
C169940,4801.28,1,4,4801.28,52.0
C169941,7502.0,1,5,7502.0,64.0
C169943,293.25,1,5,293.25,35.0
C169946,15.15,1,1,15.15,51.0
C169948,11.73,1,1,11.73,36.0
C169949,1200.32,1,2,1200.32,31.0
C169950,40.66,1,1,40.66,25.0
C169953,1200.32,1,2,1200.32,60.0
C169955,40.66,1,1,40.66,52.0
C169964,300.08,1,1,300.08,43.0
C169972,7502.0,1,5,7502.0,36.0
C169976,2700.7200000000003,1,3,2700.7200000000003,63.0
C169984,40.66,1,1,40.66,30.0
C169985,896.0,1,5,896.0,21.0
C169988,1016.5,1,5,1016.5,34.0
C169990,16800.0,1,4,16800.0,22.0
C169995,4200.0,1,2,4200.0,62.0
C169998,40.66,1,1,40.66,24.0
C170000,650.56,1,4,650.56,26.0
C170001,365.94,1,3,365.94,61.0
C170007,162.64,1,2,162.64,65.0
C170010,300.08,1,1,300.08,61.0
C170016,300.08,1,1,300.08,49.0
C170020,300.08,1,1,300.08,47.0
C170023,2700.7200000000003,1,3,2700.7200000000003,56.0
C170025,7502.0,1,5,7502.0,48.0
C170028,143.36,1,2,143.36,23.0
C170039,130.75,1,5,130.75,66.0
C170044,47.07,1,3,47.07,66.0
C170048,162.64,1,2,162.64,33.0
C170055,378.75,1,5,378.75,63.0
C170073,1050.0,1,1,1050.0,55.0
C170075,365.94,1,3,365.94,20.0
C170078,300.08,1,1,300.08,62.0
C170084,2700.7200000000003,1,3,2700.7200000000003,46.0
C170086,20.92,1,2,20.92,28.0
C170091,143.36,1,2,143.36,62.0
C170092,322.56,1,3,322.56,22.0
C170093,650.56,1,4,650.56,53.0
C170097,16800.0,1,4,16800.0,34.0
C170098,2700.7200000000003,1,3,2700.7200000000003,62.0
C170100,573.44,1,4,573.44,59.0
C170102,650.56,1,4,650.56,65.0
C170103,4801.28,1,4,4801.28,37.0
C170105,4801.28,1,4,4801.28,39.0
C170107,143.36,1,2,143.36,24.0
C170110,4801.28,1,4,4801.28,54.0
C170112,7502.0,1,5,7502.0,33.0
C170113,300.08,1,1,300.08,67.0
C170116,26250.0,1,5,26250.0,44.0
C170118,600.17,1,1,600.17,51.0
C170121,300.08,1,1,300.08,54.0
C170122,1200.32,1,2,1200.32,35.0
C170124,573.44,1,4,573.44,34.0
C170131,2700.7200000000003,1,3,2700.7200000000003,50.0
C170132,187.68,1,4,187.68,52.0
C170139,365.94,1,3,365.94,65.0
C170140,35.84,1,1,35.84,24.0
C170141,162.64,1,2,162.64,22.0
C170146,650.56,1,4,650.56,56.0
C170149,7502.0,1,5,7502.0,46.0
C170153,15.15,1,1,15.15,44.0
C170160,365.94,1,3,365.94,35.0
C170162,11.73,1,1,11.73,42.0
C170166,1200.32,1,2,1200.32,23.0
C170167,650.56,1,4,650.56,20.0
C170170,5.23,1,1,5.23,50.0
C170173,322.56,1,3,322.56,20.0
C170174,11.73,1,1,11.73,37.0
C170175,5.23,1,1,5.23,63.0
C170176,300.08,1,1,300.08,63.0
C170177,2400.68,1,2,2400.68,63.0
C170181,5.23,1,1,5.23,25.0
C170182,7502.0,1,5,7502.0,18.0
C170183,7502.0,1,5,7502.0,48.0
C170186,300.08,1,1,300.08,65.0
C170188,2700.7200000000003,1,3,2700.7200000000003,47.0
C170190,573.44,1,4,573.44,60.0
